# Rime user dictionary
#@/db_name	rime_ice
#@/db_type	userdb
#@/rime_version	1.13.0
#@/tick	58
#@/user_id	rime_ice
a 	啊	c=2731 d=5.96503 t=58
shui zhao de 	睡着的	c=1 d=5.62208e-20 t=58
shui zhao le 	睡着了	c=1 d=1.38257e-17 t=58
shui zhi dao 	谁知道	c=0 d=1.42052e-13 t=58
shui zhi dao ne 	谁知道呢	c=1 d=1.42764e-12 t=58
shui zhun 	水准	c=1 d=1.36199e-17 t=58
shui zuo 	谁做	c=5 d=0.0407622 t=58
shun bian 	顺便	c=17 d=0.00461896 t=58
shun cu 	顺粗	c=2 d=0.0608101 t=58
shun di hong 	顺地红	c=0 d=6.58951e-36 t=58
shun hao 	顺浩	c=1 d=1.01857e-40 t=58
shun ji 	瞬即	c=1 d=2.56434e-20 t=58
shun jian 	瞬间	c=6 d=1.84614e-07 t=58
shun li 	顺利	c=1 d=6.98508e-15 t=58
shun shi 	瞬时	c=5 d=2.97753e-10 t=58
shun shou 	顺手	c=4 d=0.00105963 t=58
shun xu 	顺序	c=61 d=0.959286 t=58
shun yan 	顺延	c=1 d=1.62556e-10 t=58
shuo 	说	c=157 d=1.20169 t=58
shuo bu ding 	说不定	c=12 d=0.392633 t=58
shuo bu zhun 	说不准	c=1 d=1.39429e-28 t=58
shuo chu 	说出	c=0 d=2.57615e-75 t=58
shuo chu lai 	说出来	c=1 d=6.93584e-20 t=58
shuo chu le 	说出了	c=1 d=2.58907e-74 t=58
shuo cuo le 	说错了	c=3 d=1.21279e-05 t=58
shuo dao 	说道	c=0 d=1.45272e-12 t=58
shuo dao wo 	说道我	c=1 d=1.46e-11 t=58
shuo de 	说的	c=26 d=0.00086812 t=58
shuo de dui 	说得对	c=1 d=2.76736e-34 t=58
shuo de ma 	说的吗	c=2 d=0.000739157 t=58
shuo de shi 	说的是	c=5 d=1.80958e-07 t=58
shuo dei 	说得	c=1 d=3.82229e-10 t=58
shuo dei dui a 	说得对啊	c=1 d=7.47427e-76 t=58
shuo fa 	说法	c=16 d=0.00697795 t=58
shuo fa ba 	说法吧	c=1 d=8.09403e-72 t=58
shuo fa ma 	说法吗	c=1 d=2.0061e-14 t=58
shuo fan le ba 	说反了吧	c=1 d=0.00794669 t=58
shuo fu 	说服	c=5 d=5.26644e-38 t=58
shuo fu zhi 	说服值	c=8 d=1.65722e-38 t=58
shuo gai guo 	说改过	c=1 d=1.5081e-10 t=58
shuo guo 	说过	c=1 d=2.69811e-31 t=58
shuo guo de ba 	说过的吧	c=1 d=2.71164e-30 t=58
shuo guo le 	说过了	c=4 d=3.0619e-13 t=58
shuo hao de 	说好的	c=9 d=4.70171e-05 t=58
shuo hao le 	说好了	c=1 d=7.82147e-22 t=58
shuo hua 	说话	c=2 d=6.32036e-15 t=58
shuo hua le 	说话了	c=1 d=6.89515e-39 t=58
shuo le 	说了	c=16 d=0.0226683 t=58
shuo le ma 	说了吗	c=1 d=4.16069e-08 t=58
shuo le yi xia 	说了一下	c=1 d=2.94358e-25 t=58
shuo mei you 	说没有	c=1 d=1.61745e-10 t=58
shuo mi 	说密	c=1 d=6.80429e-30 t=58
shuo ming 	说明	c=22 d=0.0163018 t=58
shuo ming le 	说明了	c=1 d=0.0146253 t=58
shuo ne 	说呢	c=2 d=0.010889 t=58
shuo ni 	说你	c=3 d=0.250324 t=58
shuo qi 	说起	c=1 d=4.51106e-18 t=58
shuo qi lai 	说起来	c=2 d=4.66957e-19 t=58
shuo sha 	说啥	c=3 d=0.012307 t=58
shuo sha ne 	说啥呢	c=1 d=0.123687 t=58
shuo shen me 	说什么	c=3 d=0.0724398 t=58
shuo shi 	说是	c=109 d=0.554327 t=58
shuo shi hua 	说实话	c=1 d=7.08439e-34 t=58
shuo shi qu 	说是取	c=1 d=3.94394e-55 t=58
shuo shi yao 	说是要	c=1 d=0.537944 t=58
shuo shi you 	说是有	c=1 d=1.35704e-33 t=58
shuo shi zai 	说是在	c=1 d=8.19149e-07 t=58
shuo shuo 	说说	c=1 d=1.55964e-23 t=58
shuo si 	数四	c=1 d=9.47291e-11 t=58
shuo ta 	说他	c=5 d=1.91652e-06 t=58
shuo ta 	说它	c=1 d=5.0888e-24 t=58
shuo wo 	说我	c=1 d=2.85367e-13 t=58
shuo yao 	说要	c=5 d=2.82335e-05 t=58
shuo yao qu 	说要去	c=1 d=1.1885e-61 t=58
shuo yi 	说一	c=3 d=0.0558548 t=58
shuo yi ban 	说一半	c=1 d=1.6535e-34 t=58
shuo yi kai shi 	说一开始	c=1 d=3.25825e-14 t=58
shuo yi xia 	说一下	c=3 d=2.20527e-10 t=58
shuo zhe ge 	说这个	c=1 d=6.66615e-24 t=58
shuo zi ji 	说自己	c=1 d=0.0049667 t=58
si 	四	c=11 d=0.822835 t=58
si 	斯	c=0 d=5.55083e-18 t=58
si 	死	c=11 d=0.000135075 t=58
si ai 	四爱	c=1 d=1.82553e-22 t=58
si ba 	死吧	c=1 d=3.67367e-14 t=58
si bai 	四白	c=0 d=4.35368e-13 t=58
si bai 	四百	c=3 d=3.76731e-16 t=58
si bu xiang 	四不像	c=1 d=3.40348e-27 t=58
si ceng xiang shi 	似曾相识	c=1 d=4.95456e-33 t=58
si chuan 	四川	c=1 d=4.67015e-14 t=58
si da ming shan 	四大名山	c=1 d=4.46845e-24 t=58
si de 	似的	c=1 d=4.4501e-05 t=58
si de ne 	似的呢	c=1 d=1.55345e-35 t=58
si di xia 	私底下	c=1 d=3.46209e-22 t=58
si dian 	四点	c=3 d=0.084163 t=58
si dian ban 	四点半	c=2 d=7.34571e-19 t=58
si diao 	死掉	c=1 d=1.1298e-24 t=58
si dong 	似动	c=1 d=6.64872e-52 t=58
si dong fei dong 	似懂非懂	c=1 d=7.29393e-24 t=58
si er fu sheng 	死而复生	c=1 d=4.49635e-09 t=58
si ge 	四个	c=1 d=2.33718e-17 t=58
si ge 	四格	c=0 d=1.4467e-22 t=58
si ge 	死歌	c=1 d=2.26033e-06 t=58
si ge man hua 	四格漫画	c=1 d=1.45395e-21 t=58
si ge yue 	四个月	c=1 d=2.11212e-61 t=58
si hu 	似乎	c=72 d=0.701382 t=58
si hu mei you 	似乎没有	c=1 d=0.00421123 t=58
si hu shi 	似乎是	c=1 d=1.90891e-18 t=58
si hu shuo 	似乎说	c=1 d=1.78264e-07 t=58
si hua 	四花	c=1 d=9.40773e-18 t=58
si ji 	司机	c=1 d=2.58791e-10 t=58
si ji 	四级	c=10 d=0.873716 t=58
si ji ke 	四极科	c=1 d=0.00802655 t=58
si jie 	四界	c=2 d=7.17434e-06 t=58
si kao 	思考	c=26 d=1.86227 t=58
si kao de 	思考的	c=0 d=0.0379083 t=58
si kao de shi 	思考的是	c=1 d=0.380983 t=58
si kao wan 	思考完	c=1 d=8.11524e-44 t=58
si lei 	四类	c=1 d=1.52404e-16 t=58
si li 	私立	c=1 d=0.591555 t=58
si liao 	私聊	c=1 d=6.25747e-15 t=58
si ling 	司令	c=1 d=6.2252e-13 t=58
si lu 	思路	c=18 d=0.925842 t=58
si nian 	四年	c=4 d=5.05825e-12 t=58
si qu xiao zi 	四驱小子	c=1 d=0.367879 t=58
si suo 	死锁	c=7 d=1.8606 t=58
si tian 	四天	c=2 d=1.42003e-08 t=58
si tian ban 	四天班	c=1 d=9.05916e-15 t=58
si tian le 	四天了	c=1 d=8.83549e-15 t=58
si wei 	思维	c=2 d=3.46633e-07 t=58
si wei shu 	四位数	c=1 d=2.85707e-27 t=58
si wu 	四五	c=2 d=6.55685e-07 t=58
si wu shi 	四五十	c=1 d=6.58972e-06 t=58
si xiang 	思想	c=2 d=0.0301974 t=58
si xin 	死信	c=6 d=0.0699936 t=58
si xin dui lie 	死信队列	c=2 d=5.1382e-20 t=58
si xun huan 	死循环	c=5 d=2.87971e-09 t=58
si xun huan le 	死循环了	c=1 d=2.18066e-25 t=58
si yong 	私用	c=0 d=0.000105417 t=58
si you 	私有	c=5 d=2.28806e-08 t=58
si zi 	私自	c=1 d=3.3471e-07 t=58
si zu 	四祖	c=0 d=1.24392e-10 t=58
si zu san 	四祖三	c=3 d=2.11796e-08 t=58
song 	送	c=15 d=0.0132336 t=58
song bu liao le 	送不了了	c=1 d=3.32747e-26 t=58
song chuang ke tie 	送创可贴	c=1 d=1.21375e-73 t=58
song dao 	送到	c=1 d=7.79199e-07 t=58
song dian 	送点	c=2 d=1.81112e-17 t=58
song dong xi 	送东西	c=1 d=4.21482e-13 t=58
song jiang 	宋江	c=1 d=3.95912e-12 t=58
song nen 	松嫩	c=1 d=0.56836 t=58
song ren 	送人	c=3 d=1.20093e-07 t=58
song ta 	送它	c=1 d=3.31662e-17 t=58
song xin 	松心	c=1 d=1.27827e-06 t=58
sou 	搜	c=5 d=0.0985112 t=58
sou chu 	搜出	c=0 d=1.10686e-19 t=58
sou chu lai 	搜出来	c=1 d=1.11241e-18 t=58
sou dai ma 	搜代码	c=1 d=0.0261214 t=58
sou dao 	搜到	c=1 d=0.0182684 t=58
sou gou 	搜狗	c=1 d=0.97531 t=58
sou le 	搜了	c=3 d=0.923116 t=58
sou pai 	搜排	c=1 d=1.67449e-06 t=58
sou shu 	搜书	c=0 d=8.255e-40 t=58
sou shu o 	搜书哦	c=1 d=8.29637e-39 t=58
sou su 	搜素	c=1 d=8.42203e-10 t=58
sou suo 	搜索	c=88 d=0.778801 t=58
sou ti 	搜题	c=3 d=2.2703e-06 t=58
sou wan 	搜完	c=1 d=3.79535e-15 t=58
sou yi xia 	搜一下	c=1 d=2.26772e-15 t=58
sou zi 	搜字	c=1 d=1.16683e-21 t=58
su 	素	c=1 d=0.486752 t=58
su 	速	c=0 d=9.42275e-30 t=58
su a le 	速啊了	c=1 d=8.86863e-59 t=58
su cai 	素材	c=9 d=4.00317e-16 t=58
su du 	速度	c=30 d=0.755784 t=58
su duan 	素端	c=2 d=4.6184e-20 t=58
su ju 	苏剧	c=0 d=4.04172e-50 t=58
su na 	苏拿	c=0 d=9.67713e-57 t=58
su na fa 	苏拿发	c=2 d=0.000757869 t=58
su qiu 	诉求	c=2 d=1.38375e-27 t=58
su zhou 	肃州	c=1 d=0.127454 t=58
su zhou 	苏州	c=1 d=0.128093 t=58
su zhu 	宿主	c=1 d=9.33029e-09 t=58
suan 	算	c=44 d=0.96975 t=58
suan bu chu 	算不出	c=1 d=0.0856415 t=58
suan bu chu lai 	算不出来	c=1 d=1.51149e-07 t=58
suan bu liao 	算不了	c=1 d=3.14341e-33 t=58
suan bu shang 	算不上	c=1 d=0.913931 t=58
suan bu suan 	算不算	c=1 d=9.12969e-18 t=58
suan cai yu 	酸菜鱼	c=0 d=2.80202e-05 t=58
suan cheng 	算成	c=1 d=1.27276e-14 t=58
suan chu 	算出	c=1 d=2.27754e-07 t=58
suan chu lai 	算出来	c=4 d=2.87344e-06 t=58
suan chu lai de 	算出来的	c=4 d=0.000578542 t=58
suan dao 	算到	c=1 d=7.57071e-21 t=58
suan de 	算得	c=6 d=6.65595e-06 t=58
suan de 	算的	c=2 d=5.77257e-10 t=58
suan de hua 	算的话	c=1 d=1.18672e-14 t=58
suan de ma 	算的吗	c=2 d=0.185194 t=58
suan duo 	算多	c=1 d=4.42324e-22 t=58
suan fa 	算法	c=205 d=1.57899 t=58
suan fa jing sai 	算法竞赛	c=1 d=1.24282e-28 t=58
suan fa le 	算法了	c=1 d=4.08929e-69 t=58
suan fa nan du 	算法难度	c=1 d=0.56836 t=58
suan ge 	算个	c=1 d=0.191092 t=58
suan le 	算了	c=27 d=0.0156858 t=58
suan ma 	酸麻	c=1 d=6.23813e-08 t=58
suan ming 	算命	c=1 d=5.42779e-18 t=58
suan ne 	算呢	c=1 d=1.22369e-22 t=58
suan ni 	算你	c=1 d=3.75631e-11 t=58
suan ni de 	算你的	c=1 d=7.42965e-35 t=58
suan nian nian 	算年年	c=0 d=5.48887e-33 t=58
suan nian nian na ni ni fa 	算年年那你你发	c=1 d=5.51639e-32 t=58
suan qi lai 	算起来	c=1 d=1.94337e-52 t=58
suan shang 	算上	c=3 d=0.207008 t=58
suan shao de 	算绍德	c=1 d=1.56559e-09 t=58
suan shi 	算是	c=7 d=0.535261 t=58
suan shi ba 	算是吧	c=1 d=1.80178e-15 t=58
suan shi bai 	算失败	c=1 d=5.93591e-12 t=58
suan shu ju 	算数据	c=1 d=1.2842e-31 t=58
suan shui 	算谁	c=1 d=2.25665e-75 t=58
suan suan 	算算	c=1 d=2.61481e-14 t=58
suan wan 	算完	c=1 d=1.63254e-31 t=58
suan wan le 	算完了	c=1 d=0.174645 t=58
suan wo 	算我	c=2 d=0.00260584 t=58
suan xia lai 	算下来	c=1 d=2.3541e-43 t=58
suan yi bian 	算一遍	c=2 d=0.000157475 t=58
suan yi ci 	算一次	c=1 d=0.0769192 t=58
suan yi dao 	算一道	c=1 d=0.0944202 t=58
suan yi ge 	算一个	c=3 d=0.0550232 t=58
suan yi xia 	算一下	c=3 d=4.46617e-18 t=58
suan yong guo 	算用过	c=1 d=7.94939e-07 t=58
suan zuo 	算作	c=1 d=6.97416e-27 t=58
sui 	岁	c=3 d=0.000337144 t=58
sui bian 	随便	c=30 d=0.0150707 t=58
sui bian gao gao 	随便搞搞	c=1 d=6.44585e-11 t=58
sui bian le 	随便了	c=1 d=9.72595e-27 t=58
sui bian qu 	随便取	c=1 d=2.8005e-27 t=58
sui bo zhu liu 	随波逐流	c=1 d=2.71265e-05 t=58
sui feng 	随风	c=2 d=0.000249313 t=58
sui ji 	随机	c=18 d=0.00116504 t=58
sui ji shu 	随机数	c=2 d=7.40827e-22 t=58
sui ji xie 	随机写	c=1 d=2.5772e-20 t=58
sui ran 	虽然	c=69 d=0.628135 t=58
sui rang 	岁让	c=1 d=1.05755e-70 t=58
sui rong 	睟容	c=1 d=5.5042e-06 t=58
sui shi 	随时	c=1 d=9.08261e-16 t=58
sui shou 	随手	c=2 d=1.14635e-08 t=58
sui shuo 	虽说	c=1 d=2.0615e-11 t=58
sui sui bian bian 	随随便便	c=2 d=1.64755e-21 t=58
sui yi 	随意	c=1 d=2.93149e-06 t=58
sui yue 	岁月	c=1 d=3.15272e-09 t=58
sui zhe 	随着	c=12 d=0.000372832 t=58
sun 	孙	c=1 d=0.00951391 t=58
sun hao 	损耗	c=14 d=7.33798e-36 t=58
sun huai 	损坏	c=0 d=4.34659e-82 t=58
sun huai le 	损坏了	c=1 d=4.36838e-81 t=58
sun shi 	损失	c=1 d=1.00899e-17 t=58
suo 	所	c=2 d=0.00588705 t=58
suo 	索	c=3 d=0.147473 t=58
suo 	锁	c=18 d=1.22611 t=58
suo ding 	锁定	c=2 d=3.19467e-08 t=58
suo he 	缩合	c=1 d=2.07325e-19 t=58
suo jian 	缩减	c=2 d=3.09335e-50 t=58
suo jian dao 	缩减到	c=1 d=6.40368e-22 t=58
suo jin 	缩进	c=2 d=9.22968e-09 t=58
suo liao 	所料	c=1 d=4.64039e-27 t=58
suo ni 	索尼	c=1 d=9.08077e-43 t=58
suo rong 	缩容	c=9 d=7.57027e-16 t=58
suo rong 	锁容	c=2 d=7.00855e-17 t=58
suo rong le 	缩容了	c=2 d=2.90627e-16 t=58
suo shi 	所示	c=3 d=0.100462 t=58
suo shi yong 	所使用	c=1 d=0.138761 t=58
suo shu 	所属	c=2 d=0.0467666 t=58
suo shu yu 	所属于	c=1 d=0.470011 t=58
suo shu yu 	锁属于	c=1 d=5.84953e-16 t=58
suo wei 	所谓	c=0 d=3.99619e-05 t=58
suo wei de 	所谓的	c=1 d=2.15749e-17 t=58
suo xiao 	缩小	c=3 d=0.0043831 t=58
suo xie 	缩写	c=4 d=1.24076 t=58
suo xu 	所需	c=6 d=0.97531 t=58
suo xu yao 	所需要	c=2 d=0.00218749 t=58
suo xue 	所学	c=8 d=0.111359 t=58
suo xue 	锁血	c=1 d=4.06211e-20 t=58
suo yi 	所以	c=105 d=0.752014 t=58
suo yi shi 	所以是	c=3 d=0.0035437 t=58
suo yi shi sha 	所以是啥	c=1 d=0.0356146 t=58
suo yi shuo 	所以说	c=1 d=1.58241e-17 t=58
suo yi wo 	所以我	c=2 d=4.81811e-28 t=58
suo yin 	索引	c=25 d=1.19427 t=58
suo ying 	缩影	c=2 d=6.58972e-06 t=58
suo yo 	锁哟	c=2 d=4.37625e-14 t=58
suo you 	所有	c=130 d=0.905079 t=58
suo you de 	所有的	c=13 d=0.788004 t=58
suo you luo ji 	所有逻辑	c=1 d=5.89608e-21 t=58
suo you quan 	所有权	c=1 d=7.19244e-65 t=58
suo you ren 	所有人	c=2 d=6.22097e-05 t=58
suo you ti 	所有题	c=1 d=3.57166e-65 t=58
suo zai 	所在	c=2 d=0.00386807 t=58
suo zai di 	所在地	c=2 d=0.0566989 t=58
suo zhou zhi 	所周知	c=0 d=1.46827e-49 t=58
ta 	他	c=173 d=2.01834 t=58
ta 	塔	c=2 d=3.88072e-12 t=58
ta 	她	c=77 d=0.373439 t=58
ta 	它	c=228 d=1.48591 t=58
ta bu 	他不	c=1 d=7.67467e-06 t=58
ta bu hui 	他不会	c=1 d=5.43536e-05 t=58
ta bu jiu 	他不就	c=2 d=2.97064e-15 t=58
ta bu jiu shi 	他不就是	c=1 d=7.71314e-05 t=58
ta bu shi 	他不是	c=3 d=0.0780817 t=58
ta chu shi qing 	他出事情	c=1 d=1.44646e-19 t=58
ta de 	他的	c=9 d=0.321422 t=58
ta de 	它的	c=19 d=0.20597 t=58
ta dou 	它都	c=0 d=6.03178e-25 t=58
ta dou dao 	它都到	c=1 d=6.06201e-24 t=58
ta gen wo shuo 	他跟我说	c=1 d=4.46693e-20 t=58
ta guo 	踏过	c=1 d=0.0293049 t=58
ta hai neng 	他还能	c=1 d=2.91529e-29 t=58
ta hao xiang 	它好像	c=1 d=2.96297e-14 t=58
ta he 	他和	c=1 d=1.47865e-72 t=58
ta hui 	他会	c=2 d=0.00501661 t=58
ta hui 	它会	c=1 d=6.48588e-25 t=58
ta hui dui 	他会对	c=1 d=8.02792e-05 t=58
ta hui zai 	它会在	c=1 d=0.535261 t=58
ta ji ben 	它基本	c=1 d=0.133989 t=58
ta jiao 	他叫	c=1 d=4.03704e-06 t=58
ta jiu 	他就	c=5 d=9.92993e-10 t=58
ta jiu 	它就	c=2 d=0.00810722 t=58
ta jiu hui 	他就会	c=1 d=1.81297e-29 t=58
ta jiu mei le bei 	他就没了呗	c=1 d=9.96538e-19 t=58
ta jiu shi 	他就是	c=1 d=2.33075e-14 t=58
ta ke 	他可	c=1 d=0.000320701 t=58
ta ke neng 	他可能	c=1 d=5.4747e-31 t=58
ta ken ding 	他肯定	c=1 d=6.68227e-23 t=58
ta la ji 	他辣鸡	c=1 d=2.51528e-28 t=58
ta le 	他了	c=0 d=2.33599e-12 t=58
ta le ne 	他了呢	c=1 d=2.3477e-11 t=58
ta ma 	他妈	c=2 d=0.0499465 t=58
ta me 	他么	c=1 d=1.54334e-17 t=58
ta mei you 	她没有	c=1 d=2.80488e-16 t=58
ta men 	他们	c=193 d=1.07808 t=58
ta men 	她们	c=3 d=6.35312e-17 t=58
ta men 	它们	c=16 d=0.570766 t=58
ta men de 	它们的	c=3 d=0.771075 t=58
ta men hao le 	他们好了	c=1 d=2.10601e-27 t=58
ta men ne 	他们呢	c=19 d=0.0365162 t=58
ta men neng tong guo 	他们能通过	c=1 d=2.68831e-46 t=58
ta men qu 	他们去	c=1 d=6.31478e-34 t=58
ta men shi 	他们是	c=2 d=3.13913e-17 t=58
ta men suo shi yong de 	他们所使用的	c=1 d=0.618783 t=58
ta ming zhong 	他名种	c=1 d=5.90731e-14 t=58
ta ming zhong le 	它命中了	c=1 d=5.93692e-14 t=58
ta na 	他那	c=3 d=0.0889216 t=58
ta na ge 	他那个	c=1 d=3.27002e-27 t=58
ta nan yi 	它难以	c=1 d=0.000338834 t=58
ta neng 	它能	c=1 d=2.37776e-43 t=58
ta qu bie yu 	他区别于	c=1 d=0.0702988 t=58
ta ren zhen 	它认真	c=1 d=2.85464e-17 t=58
ta shen zhi 	她甚至	c=1 d=9.61935e-15 t=58
ta shi 	他是	c=3 d=0.00697795 t=58
ta shi 	它是	c=8 d=0.0184074 t=58
ta shi bai 	它失败	c=1 d=1.51772e-26 t=58
ta shi bu shi 	他是不是	c=3 d=2.49287e-11 t=58
ta shi ge 	它是个	c=1 d=7.45165e-11 t=58
ta shi yao 	它是要	c=1 d=0.0309618 t=58
ta shu ju 	它数据	c=1 d=0.0337087 t=58
ta shuo 	他说	c=4 d=3.02231e-12 t=58
ta si hu 	它似乎	c=1 d=2.43257e-17 t=58
ta tai 	他太	c=1 d=0.0131675 t=58
ta wan 	它完	c=1 d=1.88799e-06 t=58
ta wei shen me 	它为什么	c=1 d=4.54526e-48 t=58
ta xian zai 	他现在	c=5 d=0.26054 t=58
ta xiang dang yu 	它相当于	c=1 d=0.285076 t=58
ta xie de 	他写的	c=1 d=4.29178e-20 t=58
ta xing xu 	它兴许	c=1 d=3.0003e-73 t=58
ta xu yao 	它需要	c=2 d=0.0399654 t=58
ta xuan 	它选	c=1 d=7.32301e-12 t=58
ta yao 	他要	c=3 d=1.43455e-10 t=58
ta yao 	她要	c=1 d=0.022091 t=58
ta yao ni 	它要你	c=1 d=0.00538036 t=58
ta yao shi 	她要是	c=1 d=0.222017 t=58
ta ye 	他也	c=1 d=4.08247e-20 t=58
ta yi ge 	它一个	c=1 d=1.2065e-32 t=58
ta yi jiu 	它依旧	c=1 d=3.32294e-10 t=58
ta yi si 	它意思	c=1 d=8.53741e-23 t=58
ta ying gai 	他应该	c=1 d=1.24862e-24 t=58
ta ying gai 	它应该	c=1 d=0.965605 t=58
ta you 	他又	c=3 d=0.20089 t=58
ta you ge 	它有个	c=1 d=1.08178e-13 t=58
ta yuan ben 	它原本	c=1 d=3.43768e-27 t=58
ta zai 	他在	c=1 d=2.38181e-63 t=58
ta zai 	她在	c=3 d=7.14463e-16 t=58
ta zhe 	她这	c=1 d=0.099005 t=58
ta zhe 	它这	c=1 d=2.44094e-28 t=58
ta zhe bu shi 	他这不是	c=1 d=3.51561e-26 t=58
ta zhe ci 	她这次	c=1 d=0.995012 t=58
ta zhe ge 	他这个	c=13 d=0.213312 t=58
ta zhe ge 	它这个	c=4 d=0.000808888 t=58
ta zhe shi 	她这是	c=1 d=2.85464e-17 t=58
ta zhe tao 	他这套	c=1 d=7.88504e-29 t=58
ta zhe wan yi 	它这玩意	c=1 d=1.0578e-14 t=58
ta zhe zhang biao 	他这张表	c=1 d=0.941765 t=58
ta zhe zhong 	他这种	c=1 d=1.65265e-28 t=58
ta zhi 	他只	c=0 d=2.59814e-28 t=58
ta zhi hui 	它只会	c=1 d=0.451581 t=58
ta zhi shi 	它只是	c=1 d=5.13366e-39 t=58
ta zhi you 	他只有	c=1 d=2.61117e-27 t=58
ta zi ji 	她自己	c=1 d=8.48182e-05 t=58
ta zui kai shi 	他最开始	c=1 d=1.07204e-83 t=58
tai 	台	c=10 d=0.000330251 t=58
tai 	太	c=91 d=1.05931 t=58
tai 	态	c=0 d=1.76214e-19 t=58
tai ai 	太爱	c=1 d=9.5049e-80 t=58
tai bang le 	太棒了	c=2 d=3.7409e-51 t=58
tai bi 	台币	c=1 d=2.16374e-51 t=58
tai bu 	太不	c=5 d=6.11877e-16 t=58
tai bu he li 	太不合理	c=2 d=5.18895e-18 t=58
tai can e le 	太蚕蛾了	c=1 d=4.25573e-09 t=58
tai can le 	太惨了	c=19 d=0.000744801 t=58
tai cha 	太差	c=1 d=0.000902809 t=58
tai cha jin 	太差劲	c=1 d=5.26183e-35 t=58
tai chang 	太长	c=4 d=0.67032 t=58
tai chang le 	太长了	c=6 d=0.612626 t=58
tai chao le 	太吵了	c=1 d=2.22093e-05 t=58
tai chou 	太丑	c=1 d=2.3717e-13 t=58
tai chou le 	太丑了	c=3 d=0.0222592 t=58
tai chou xiang 	台抽象	c=33 d=0.980199 t=58
tai chou xiang 	太抽象	c=21 d=0.729789 t=58
tai chou xiang le 	太抽象了	c=1 d=5.01714e-63 t=58
tai chun 	太蠢	c=1 d=0.000542133 t=58
tai da 	太大	c=16 d=0.00091857 t=58
tai da le 	太大了	c=3 d=0.149569 t=58
tai deng 	台灯	c=32 d=0.00013118 t=58
tai deng ba 	台灯吧	c=1 d=4.30568e-58 t=58
tai di 	太低	c=3 d=0.524663 t=58
tai ding 	太丁	c=1 d=7.04306e-24 t=58
tai du 	态度	c=55 d=5.61431 t=58
tai duan 	太短	c=0 d=2.81014e-39 t=58
tai duan le 	太短了	c=1 d=2.82422e-38 t=58
tai dui 	台对	c=2 d=7.15947e-11 t=58
tai dui 	太对	c=1 d=7.375e-07 t=58
tai dui le 	太对了	c=9 d=3.10601e-06 t=58
tai duo 	太多	c=10 d=0.00135358 t=58
tai duo ci 	太多次	c=1 d=1.46652e-34 t=58
tai duo le 	太多了	c=9 d=9.93119e-08 t=58
tai duo le ma 	太多了吗	c=1 d=1.22786e-62 t=58
tai feng 	台风	c=1 d=0.0029528 t=58
tai gan dong 	太感动	c=1 d=1.86051e-10 t=58
tai gao 	太高	c=4 d=0.00112769 t=58
tai gao de 	太高的	c=1 d=0.0113334 t=58
tai gao le 	太搞了	c=2 d=7.22258e-26 t=58
tai gao le 	太高了	c=4 d=6.94669e-09 t=58
tai gao xiao 	太搞笑	c=4 d=1.84388e-22 t=58
tai gu lao 	太古老	c=1 d=0.0539337 t=58
tai gui 	太贵	c=1 d=4.52735e-31 t=58
tai gui le 	太贵了	c=1 d=1.22136e-29 t=58
tai guo 	太过	c=0 d=0.00265162 t=58
tai guo le 	太过了	c=1 d=0.0266491 t=58
tai he li 	太合理	c=3 d=7.24733e-11 t=58
tai ji 	太极	c=2 d=2.19427e-10 t=58
tai jian dan 	太简单	c=2 d=3.6365e-12 t=58
tai jian lve 	太简略	c=1 d=5.05362e-60 t=58
tai jiang 	太勥	c=1 d=3.11733e-82 t=58
tai jing cai 	太精彩	c=1 d=7.28276e-06 t=58
tai jiu 	太久	c=10 d=0.111359 t=58
tai jiu le 	太久了	c=1 d=6.44475e-09 t=58
tai juan le 	太卷了	c=1 d=2.29207e-23 t=58
tai jue 	太绝	c=1 d=1.395e-34 t=58
tai jue le 	太绝了	c=4 d=6.35637e-23 t=58
tai ke pa 	太可怕	c=1 d=1.17815e-17 t=58
tai ke pa le 	太可怕了	c=5 d=1.4595e-07 t=58
tai kong bu 	太空步	c=1 d=2.49017e-57 t=58
tai kong bu le 	太恐怖了	c=8 d=3.86939e-07 t=58
tai kuai 	太快	c=2 d=2.26888e-21 t=58
tai kuai le 	太快了	c=3 d=2.3701e-13 t=58
tai la ji 	太辣鸡	c=2 d=9.98777e-16 t=58
tai la kua 	太拉跨	c=1 d=1.74188e-29 t=58
tai lao le 	太老了	c=1 d=0.479505 t=58
tai lei 	太累	c=3 d=0.0207543 t=58
tai lei le 	太累了	c=1 d=1.76065e-08 t=58
tai li pu 	太离谱	c=3 d=1.37908e-19 t=58
tai long tong 	太笼统	c=1 d=1.97892e-30 t=58
tai luo suo 	太啰嗦	c=3 d=2.03012e-07 t=58
tai ma fan 	太麻烦	c=3 d=1.31171e-14 t=58
tai ma fan le 	太麻烦了	c=3 d=0.0001441 t=58
tai man 	太慢	c=3 d=0.786628 t=58
tai man le 	太慢了	c=5 d=0.71177 t=58
tai mei 	太没	c=1 d=1.66926e-28 t=58
tai men 	太们	c=1 d=0.00276698 t=58
tai meng 	太猛	c=17 d=0.0605068 t=58
tai meng le 	太猛了	c=5 d=0.00030659 t=58
tai miao 	太妙	c=2 d=2.93205e-08 t=58
tai miao le 	太妙乐	c=4 d=0.0500371 t=58
tai nan 	太难	c=1 d=3.88812e-06 t=58
tai nan chi 	太难吃	c=1 d=0.433874 t=58
